"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1201,-7.536e-05,4.6546e-15,0.47649,1,1.9866,1.9866,0,0
1.1204,-7.559e-05,3.832e-15,0.47619,1,1.9926,1.9926,0,0
1.1206,-7.5833e-05,2.801e-15,0.47588,1,1.9986,1.9986,0,0
1.1209,-7.6089e-05,2.3805e-15,0.47558,1,2.0047,2.0047,0,0
1.1212,-7.6362e-05,1.1332e-15,0.47527,1,2.0107,2.0107,0,0
1.1215,-7.6649e-05,-5.8646e-16,0.47496,1,2.0167,2.0167,0,0
1.1218,-7.6952e-05,-3.434e-16,0.47465,1,2.0227,2.0227,0,0
1.122,-7.7272e-05,2.9785e-16,0.47434,1,2.0287,2.0287,0,0
1.1223,-7.7607e-05,1.983e-15,0.47402,1,2.0348,2.0348,0,0
1.1226,-7.7962e-05,1.5275e-15,0.47371,1,2.0408,2.0408,0,0
1.1229,-7.8335e-05,1.0898e-15,0.47339,1,2.0468,2.0468,0,0
1.1232,-7.8726e-05,9.2637e-16,0.47308,1,2.0528,2.0528,0,0
1.1234,-7.9136e-05,9.2026e-16,0.47276,1,2.0588,2.0588,0,0
1.1237,-7.9566e-05,4.3774e-16,0.47243,1,2.0649,2.0649,0,0
1.124,-8.002e-05,1.0887e-15,0.47211,1,2.0709,2.0709,0,0
1.1243,-8.0495e-05,2.288e-15,0.47179,1,2.0769,2.0769,0,0
1.1246,-8.0991e-05,2.0072e-15,0.47146,1,2.0829,2.0829,0,0
1.1249,-8.1511e-05,1.3215e-15,0.47113,1,2.0889,2.0889,0,0
1.1252,-8.2055e-05,-5.1424e-16,0.4708,1,2.095,2.095,0,0
1.1255,-8.2626e-05,-4.9759e-16,0.47047,1,2.101,2.101,0,0
1.1258,-8.3223e-05,-5.7126e-16,0.47013,1,2.107,2.107,0,0
1.1261,-8.3847e-05,7.8014e-16,0.46979,1,2.113,2.113,0,0
1.1264,-8.4498e-05,1.3402e-15,0.46945,1,2.119,2.119,0,0
1.1267,-8.5177e-05,9.9384e-16,0.4691,1,2.1251,2.1251,0,0
1.127,-8.589e-05,1.0251e-15,0.46876,1,2.1311,2.1311,0,0
1.1273,-8.6634e-05,-3.6416e-16,0.46841,1,2.1371,2.1371,0,0
1.1276,-8.7409e-05,-9.4044e-16,0.46805,1,2.1431,2.1431,0,0
1.1279,-8.8217e-05,-6.2169e-16,0.4677,1,2.1491,2.1491,0,0
1.1283,-8.906e-05,2.716e-17,0.46734,1,2.1552,2.1552,0,0
1.1286,-8.9943e-05,1.3352e-15,0.46697,1,2.1612,2.1612,0,0
1.1289,-9.0862e-05,1.1291e-15,0.4666,1,2.1672,2.1672,0,0
1.1292,-9.182e-05,6.4702e-16,0.46623,1,2.1732,2.1732,0,0
1.1296,-9.2816e-05,1.5416e-16,0.46586,1,2.1792,2.1792,0,0
1.1299,-9.3855e-05,2.2808e-16,0.46548,1,2.1853,2.1853,0,0
1.1303,-9.4941e-05,2.0786e-16,0.46509,1,2.1913,2.1913,0,0
1.1306,-9.6071e-05,1.3512e-15,0.4647,1,2.1973,2.1973,0,0
1.131,-9.7246e-05,1.5261e-15,0.46431,1,2.2033,2.2033,0,0
1.1313,-9.8469e-05,1.454e-15,0.46391,1,2.2093,2.2093,0,0
1.1317,-9.9742e-05,4.597e-16,0.46351,1,2.2154,2.2154,0,0
1.132,-0.00010107,-1.1406e-15,0.4631,1,2.2214,2.2214,0,0
1.1324,-0.00010245,-8.9245e-16,0.46268,1,2.2274,2.2274,0,0
1.1328,-0.00010389,-5.3243e-16,0.46226,1,2.2334,2.2334,0,0
1.1331,-0.00010538,1.1534e-15,0.46183,1,2.2394,2.2394,0,0
1.1335,-0.00010694,1.1964e-15,0.4614,1,2.2455,2.2455,0,0
1.1339,-0.00010856,5.0976e-16,0.46096,1,2.2515,2.2515,0,0
1.1343,-0.00011024,2.2713e-16,0.46051,1,2.2575,2.2575,0,0
1.1347,-0.00011199,-1.1965e-15,0.46006,1,2.2635,2.2635,0,0
1.1351,-0.00011381,-1.1286e-15,0.4596,1,2.2695,2.2695,0,0
1.1355,-0.0001157,-1.1143e-15,0.45913,1,2.2756,2.2756,0,0
1.136,-0.00011767,-1.9578e-17,0.45865,1,2.2816,2.2816,0,0
1.1364,-0.00011971,9.4909e-16,0.45816,1,2.2876,2.2876,0,0
1.1368,-0.00012183,7.6433e-16,0.45767,1,2.2936,2.2936,0,0
1.1373,-0.00012403,6.0052e-16,0.45716,1,2.2996,2.2996,0,0
1.1377,-0.00012632,3.247e-16,0.45665,1,2.3057,2.3057,0,0
1.1382,-0.00012871,2.5443e-16,0.45613,1,2.3117,2.3117,0,0
1.1386,-0.00013118,3.5759e-17,0.45559,1,2.3177,2.3177,0,0
1.1391,-0.00013375,1.3945e-15,0.45505,1,2.3237,2.3237,0,0
1.1396,-0.00013641,1.1153e-15,0.4545,1,2.3297,2.3297,0,0
1.1401,-0.00013918,1.0545e-15,0.45393,1,2.3358,2.3358,0,0
1.1406,-0.00014205,-1.2848e-16,0.45335,1,2.3418,2.3418,0,0
1.1411,-0.00014504,-1.0459e-15,0.45276,1,2.3478,2.3478,0,0
1.1417,-0.00014813,-9.336e-16,0.45216,1,2.3538,2.3538,0,0
1.1422,-0.00015134,-4.8425e-16,0.45154,1,2.3598,2.3598,0,0
1.1428,-0.00015467,9.143e-16,0.45091,1,2.3659,2.3659,0,0
1.1433,-0.00015814,8.0692e-16,0.45026,1,2.3719,2.3719,0,0
1.1439,-0.00016172,8.0181e-16,0.4496,1,2.3779,2.3779,0,0
1.1445,-0.00016544,2.9427e-16,0.44893,1,2.3839,2.3839,0,0
1.1451,-0.00016929,-1.6574e-15,0.44824,1,2.3899,2.3899,0,0
1.1457,-0.0001733,-1.2396e-15,0.44753,1,2.396,2.396,0,0
1.1464,-0.00017746,-1.1518e-15,0.44681,1,2.402,2.402,0,0
1.147,-0.00018176,1.2661e-16,0.44606,1,2.408,2.408,0,0
1.1477,-0.00018621,5.7622e-16,0.4453,1,2.414,2.414,0,0
1.1483,-0.00019083,1.1981e-16,0.44452,1,2.42,2.42,0,0
1.149,-0.00019563,2.05e-16,0.44372,1,2.4261,2.4261,0,0
1.1498,-0.00020059,1.7677e-16,0.4429,1,2.4321,2.4321,0,0
1.1505,-0.00020573,2.8536e-17,0.44206,1,2.4381,2.4381,0,0
1.1512,-0.00021105,2.0961e-16,0.44119,1,2.4441,2.4441,0,0
1.152,-0.00021656,1.8302e-15,0.4403,1,2.4501,2.4501,0,0
1.1528,-0.00022228,8.3737e-16,0.43939,1,2.4562,2.4562,0,0
1.1536,-0.0002282,4.7548e-16,0.43845,1,2.4622,2.4622,0,0
1.1545,-0.00023432,-4.5718e-16,0.43749,1,2.4682,2.4682,0,0
1.1553,-0.00024065,-6.3793e-16,0.4365,1,2.4742,2.4742,0,0
1.1562,-0.00024719,-8.6282e-16,0.43548,1,2.4802,2.4802,0,0
1.1571,-0.00025399,8.9919e-17,0.43444,1,2.4863,2.4863,0,0
1.158,-0.00026101,8.7077e-16,0.43336,1,2.4923,2.4923,0,0
1.159,-0.00026826,6.4662e-16,0.43225,1,2.4983,2.4983,0,0
1.16,-0.00027575,6.5386e-16,0.43112,1,2.5043,2.5043,0,0
1.161,-0.0002835,-1.6902e-16,0.42995,1,2.5103,2.5103,0,0
1.162,-0.00029153,-1.5449e-15,0.42874,1,2.5164,2.5164,0,0
1.1631,-0.00029982,-1.2521e-15,0.4275,1,2.5224,2.5224,0,0
1.1642,-0.00030837,-9.3747e-16,0.42622,1,2.5284,2.5284,0,0
1.1653,-0.0003172,3.1669e-16,0.42491,1,2.5344,2.5344,0,0
1.1665,-0.00032632,3.7977e-16,0.42356,1,2.5404,2.5404,0,0
1.1677,-0.00033576,2.41e-16,0.42216,1,2.5465,2.5465,0,0
1.1689,-0.00034548,1.7521e-16,0.42072,1,2.5525,2.5525,0,0
1.1702,-0.00035551,5.7219e-17,0.41924,1,2.5585,2.5585,0,0
1.1715,-0.00036584,-2.8574e-16,0.41772,1,2.5645,2.5645,0,0
1.1728,-0.00037651,3.7403e-17,0.41615,1,2.5705,2.5705,0,0
1.1742,-0.00038752,1.322e-15,0.41453,1,2.5766,2.5766,0,0
1.1756,-0.00039886,8.362e-16,0.41286,1,2.5826,2.5826,0,0
1.1771,-0.00041052,1.394e-16,0.41114,1,2.5886,2.5886,0,0
1.1786,-0.00042253,-1.0903e-15,0.40938,1,2.5946,2.5946,0,0
1.1801,-0.0004349,-6.5872e-16,0.40755,1,2.6006,2.6006,0,0
1.1817,-0.00044765,-8.5396e-16,0.40567,1,2.6067,2.6067,0,0
1.1834,-0.00046075,-4.453e-17,0.40373,1,2.6127,2.6127,0,0
1.1851,-0.0004742,4.336e-16,0.40173,1,2.6187,2.6187,0,0
1.1868,-0.00048802,1.7464e-16,0.39967,1,2.6247,2.6247,0,0
1.1886,-0.00050224,4.0571e-16,0.39755,1,2.6307,2.6307,0,0
1.1904,-0.00051685,-3.0798e-16,0.39536,1,2.6368,2.6368,0,0
1.1923,-0.00053183,-1.2725e-15,0.3931,1,2.6428,2.6428,0,0
1.1943,-0.00054718,-1.5127e-15,0.39078,1,2.6488,2.6488,0,0
1.1963,-0.00056291,-8.6807e-16,0.38839,1,2.6548,2.6548,0,0
1.1983,-0.00057906,5.6776e-16,0.38592,1,2.6608,2.6608,0,0
1.2005,-0.00059559,4.244e-16,0.38337,1,2.6669,2.6669,0,0
1.2026,-0.0006125,2.7014e-16,0.38075,1,2.6729,2.6729,0,0
1.2049,-0.00062979,-2.8629e-17,0.37805,1,2.6789,2.6789,0,0
1.2072,-0.00064745,-6.5907e-17,0.37528,1,2.6849,2.6849,0,0
1.2096,-0.00066552,-4.5468e-16,0.37241,1,2.6909,2.6909,0,0
1.212,-0.00068397,2.2669e-16,0.36945,1,2.697,2.697,0,0
1.2145,-0.00070277,5.6305e-16,0.36642,1,2.703,2.703,0,0
1.2171,-0.00072192,2.6912e-16,0.36329,1,2.709,2.709,0,0
1.2197,-0.00074141,-7.2138e-18,0.36008,1,2.715,2.715,0,0
1.2224,-0.00076128,-1.0165e-15,0.35676,1,2.721,2.721,0,0
1.2252,-0.00078147,-7.7323e-16,0.35335,1,2.7271,2.7271,0,0
1.2281,-0.00080197,-6.9025e-16,0.34984,1,2.7331,2.7331,0,0
1.231,-0.00082277,-9.6429e-16,0.34624,1,2.7391,2.7391,0,0
1.234,-0.00084384,-6.9009e-16,0.34253,1,2.7451,2.7451,0,0
1.2371,-0.00086521,-5.0325e-16,0.33871,1,2.7511,2.7511,0,0
1.2403,-0.00088682,-5.0068e-16,0.33479,1,2.7572,2.7572,0,0
1.2435,-0.00090864,-1.5901e-15,0.33077,1,2.7632,2.7632,0,0
1.2468,-0.00093066,-1.7956e-15,0.32663,1,2.7692,2.7692,0,0
1.2502,-0.00095286,-1.6039e-15,0.32239,1,2.7752,2.7752,0,0
1.2537,-0.00097522,-7.1441e-16,0.31803,1,2.7812,2.7812,0,0
1.2573,-0.00099769,-6.2946e-17,0.31355,1,2.7873,2.7873,0,0
1.2609,-0.0010202,-2.192e-16,0.30896,1,2.7933,2.7933,0,0
1.2647,-0.0010429,-7.6425e-17,0.30426,1,2.7993,2.7993,0,0
1.2685,-0.0010655,-1.8257e-16,0.29944,1,2.8053,2.8053,0,0
1.2724,-0.0010881,-2.4712e-16,0.2945,1,2.8113,2.8113,0,0
1.2763,-0.0011106,-3.2893e-16,0.28943,1,2.8174,2.8174,0,0
1.2804,-0.0011331,3.0303e-16,0.28425,1,2.8234,2.8234,0,0
1.2845,-0.0011554,1.7736e-16,0.27896,1,2.8294,2.8294,0,0
1.2887,-0.0011775,1.5574e-16,0.27354,1,2.8354,2.8354,0,0
1.293,-0.0011994,-3.727e-16,0.26799,1,2.8414,2.8414,0,0
1.2974,-0.001221,-1.0774e-15,0.26233,1,2.8475,2.8475,0,0
1.3018,-0.0012422,-9.618e-16,0.25655,1,2.8535,2.8535,0,0
1.3064,-0.0012631,-7.7298e-16,0.25065,1,2.8595,2.8595,0,0
1.311,-0.0012836,-8.5449e-16,0.24463,1,2.8655,2.8655,0,0
1.3156,-0.0013035,-7.9762e-16,0.23849,1,2.8715,2.8715,0,0
1.3204,-0.0013229,-7.446e-16,0.23223,1,2.8776,2.8776,0,0
1.3252,-0.0013418,-8.2711e-16,0.22587,1,2.8836,2.8836,0,0
1.3301,-0.00136,-1.3568e-15,0.21939,1,2.8896,2.8896,0,0
1.335,-0.0013775,-1.2141e-15,0.2128,1,2.8956,2.8956,0,0
1.34,-0.0013943,-1.1705e-15,0.2061,1,2.9016,2.9016,0,0
1.3451,-0.0014102,-7.0279e-16,0.1993,1,2.9077,2.9077,0,0
1.3502,-0.0014254,-4.5982e-16,0.1924,1,2.9137,2.9137,0,0
1.3554,-0.0014397,-4.9765e-16,0.1854,1,2.9197,2.9197,0,0
1.3606,-0.001453,-3.9425e-16,0.1783,1,2.9257,2.9257,0,0
1.3659,-0.0014653,-5.1249e-16,0.17111,1,2.9317,2.9317,0,0
1.3712,-0.0014766,-6.014e-16,0.16384,1,2.9378,2.9378,0,0
1.3766,-0.0014868,-5.1671e-16,0.15648,1,2.9438,2.9438,0,0
1.382,-0.0014961,-2.3448e-16,0.14905,1,2.9498,2.9498,0,0
1.3874,-0.001504,-4.5829e-16,0.14155,1,2.9558,2.9558,0,0
1.3928,-0.0015109,-5.1547e-16,0.13397,1,2.9618,2.9618,0,0
1.3983,-0.0015165,-8.59e-16,0.12634,1,2.9679,2.9679,0,0
1.4038,-0.001521,-9.5654e-16,0.11865,1,2.9739,2.9739,0,0
1.4093,-0.0015243,-8.0719e-16,0.11091,1,2.9799,2.9799,0,0
1.4148,-0.0015263,-8.2524e-16,0.10313,1,2.9859,2.9859,0,0
1.4203,-0.001527,-8.5195e-16,0.095308,1,2.9919,2.9919,0,0
1.4258,-0.0015265,-7.9339e-16,0.087457,1,2.998,2.998,0,0
1.4314,-0.0015247,-8.0305e-16,0.079582,1,3.004,3.004,0,0
1.4369,-0.0015218,-8.7114e-16,0.071689,1,3.01,3.01,0,0
1.4423,-0.0015174,-1.0199e-15,0.063783,1,3.016,3.016,0,0
1.4478,-0.0015118,-9.3269e-16,0.055874,1,3.022,3.022,0,0
1.4533,-0.0015051,-8.8057e-16,0.047966,1,3.0281,3.0281,0,0
1.4587,-0.0014972,-7.8806e-16,0.040067,1,3.0341,3.0341,0,0
1.4641,-0.0014881,-7.8606e-16,0.032183,1,3.0401,3.0401,0,0
1.4695,-0.0014778,-7.9758e-16,0.024324,1,3.0461,3.0461,0,0
1.4748,-0.0014663,-8.0363e-16,0.016494,1,3.0521,3.0521,0,0
1.48,-0.0014538,-8.2216e-16,0.0086978,1,3.0582,3.0582,0,0
1.4853,-0.0014403,-8.3161e-16,0.00094288,1,3.0642,3.0642,0,0
1.4905,-0.0014258,-8.4537e-16,-0.0067646,1,3.0702,3.0702,0,0
1.4956,-0.0014103,-8.7675e-16,-0.014413,1,3.0762,3.0762,0,0
1.5007,-0.0013938,-8.7434e-16,-0.022002,1,3.0822,3.0822,0,0
1.5057,-0.0013765,-8.6477e-16,-0.029527,1,3.0883,3.0883,0,0
1.5106,-0.0013584,-7.8396e-16,-0.036982,1,3.0943,3.0943,0,0
1.5155,-0.0013395,-8.219e-16,-0.04436,1,3.1003,3.1003,0,0
1.5203,-0.0013198,-8.2257e-16,-0.051649,1,3.1063,3.1063,0,0
1.525,-0.0012995,-8.3095e-16,-0.058854,1,3.1123,3.1123,0,0
1.5297,-0.0012786,-8.4471e-16,-0.06597,1,3.1184,3.1184,0,0
1.5343,-0.0012571,-8.1771e-16,-0.072993,1,3.1244,3.1244,0,0
1.5388,-0.0012351,-8.3285e-16,-0.079913,1,3.1304,3.1304,0,0
1.5432,-0.0012126,-7.094e-16,-0.086724,1,3.1364,3.1364,0,0
1.5475,-0.0011897,-5.7311e-16,-0.09343,1,3.1424,3.1424,0,0
1.5518,-0.0011665,-5.7023e-16,-0.10003,1,3.1485,3.1485,0,0
1.556,-0.001143,-6.6539e-16,-0.10652,1,3.1545,3.1545,0,0
1.56,-0.0011192,-1.0055e-15,-0.11289,1,3.1605,3.1605,0,0
1.564,-0.0010952,-1.0391e-15,-0.11913,1,3.1665,3.1665,0,0
1.568,-0.001071,-9.6804e-16,-0.12526,1,3.1725,3.1725,0,0
1.5718,-0.0010468,-8.9727e-16,-0.13127,1,3.1786,3.1786,0,0
1.5755,-0.0010224,-9.3146e-16,-0.13716,1,3.1846,3.1846,0,0
1.5792,-0.00099806,-8.5718e-16,-0.14291,1,3.1906,3.1906,0,0
1.5827,-0.0009737,-1.1064e-15,-0.14854,1,3.1966,3.1966,0,0
1.5862,-0.00094938,-1.366e-15,-0.15404,1,3.2026,3.2026,0,0
1.5896,-0.00092514,-1.1807e-15,-0.15942,1,3.2087,3.2087,0,0
1.5929,-0.00090101,-1.0368e-15,-0.16468,1,3.2147,3.2147,0,0
1.5961,-0.00087704,-7.2681e-16,-0.1698,1,3.2207,3.2207,0,0
1.5992,-0.00085325,-6.8213e-16,-0.17479,1,3.2267,3.2267,0,0
1.6023,-0.00082966,-7.0353e-16,-0.17966,1,3.2327,3.2327,0,0
1.6052,-0.00080629,-6.0435e-16,-0.1844,1,3.2388,3.2388,0,0
1.6081,-0.00078317,-6.186e-16,-0.18902,1,3.2448,3.2448,0,0
1.6109,-0.00076034,-7.4059e-16,-0.1935,1,3.2508,3.2508,0,0
1.6136,-0.00073781,-7.2093e-16,-0.19786,1,3.2568,3.2568,0,0
1.6162,-0.00071558,-2.6789e-16,-0.2021,1,3.2628,3.2628,0,0
1.6188,-0.00069367,-2.0916e-16,-0.20622,1,3.2689,3.2689,0,0
1.6213,-0.0006721,-3.2016e-16,-0.21023,1,3.2749,3.2749,0,0
1.6236,-0.00065091,-6.8497e-16,-0.2141,1,3.2809,3.2809,0,0
1.626,-0.00063009,-1.132e-15,-0.21786,1,3.2869,3.2869,0,0
1.6282,-0.00060963,-1.2537e-15,-0.2215,1,3.2929,3.2929,0,0
1.6304,-0.00058954,-1.1697e-15,-0.22503,1,3.299,3.299,0,0
1.6325,-0.00056983,-9.9349e-16,-0.22845,1,3.305,3.305,0,0
1.6345,-0.00055056,-1.0986e-15,-0.23175,1,3.311,3.311,0,0
1.6364,-0.00053168,-1.0281e-15,-0.23495,1,3.317,3.317,0,0
1.6383,-0.00051319,-1.4234e-15,-0.23804,1,3.323,3.323,0,0
1.6401,-0.00049509,-1.4167e-15,-0.24103,1,3.3291,3.3291,0,0
1.6419,-0.0004774,-1.3377e-15,-0.24391,1,3.3351,3.3351,0,0
1.6436,-0.00046015,-8.8925e-16,-0.24669,1,3.3411,3.3411,0,0
1.6452,-0.00044329,-4.0394e-16,-0.24937,1,3.3471,3.3471,0,0
1.6468,-0.00042683,-5.3986e-16,-0.25196,1,3.3531,3.3531,0,0
1.6483,-0.00041075,-5.8978e-16,-0.25445,1,3.3592,3.3592,0,0
1.6498,-0.00039508,-5.5736e-16,-0.25686,1,3.3652,3.3652,0,0
1.6512,-0.00037983,-7.6911e-16,-0.25916,1,3.3712,3.3712,0,0
1.6525,-0.00036496,-7.4119e-16,-0.26138,1,3.3772,3.3772,0,0
1.6538,-0.00035047,-8.223e-16,-0.26352,1,3.3832,3.3832,0,0
1.6551,-0.00033634,-2.3185e-16,-0.26557,1,3.3893,3.3893,0,0
1.6562,-0.0003226,-1.8553e-16,-0.26755,1,3.3953,3.3953,0,0
1.6574,-0.00030925,-2.9235e-16,-0.26943,1,3.4013,3.4013,0,0
1.6585,-0.00029626,-8.9773e-16,-0.27125,1,3.4073,3.4073,0,0
1.6595,-0.00028362,-1.2995e-15,-0.27298,1,3.4133,3.4133,0,0
1.6605,-0.00027131,-1.1761e-15,-0.27465,1,3.4194,3.4194,0,0
1.6615,-0.00025936,-1.0095e-15,-0.27624,1,3.4254,3.4254,0,0
1.6624,-0.00024776,-9.5377e-16,-0.27776,1,3.4314,3.4314,0,0
1.6633,-0.00023649,-8.4518e-16,-0.27921,1,3.4374,3.4374,0,0
1.6641,-0.00022552,-8.1328e-16,-0.2806,1,3.4434,3.4434,0,0
1.6649,-0.00021487,-1.5466e-15,-0.28193,1,3.4495,3.4495,0,0
1.6657,-0.00020454,-1.3818e-15,-0.28319,1,3.4555,3.4555,0,0
1.6664,-0.00019452,-1.3433e-15,-0.28439,1,3.4615,3.4615,0,0
1.6671,-0.00018478,-8.3201e-16,-0.28553,1,3.4675,3.4675,0,0
1.6677,-0.00017533,-4.4562e-16,-0.28661,1,3.4735,3.4735,0,0
1.6683,-0.00016614,-4.5722e-16,-0.28764,1,3.4796,3.4796,0,0
1.6689,-0.00015724,-5.395e-16,-0.28862,1,3.4856,3.4856,0,0
1.6695,-0.00014862,-5.5458e-16,-0.28954,1,3.4916,3.4916,0,0
1.67,-0.00014024,-6.6895e-16,-0.29041,1,3.4976,3.4976,0,0
1.6705,-0.00013211,-7.767e-16,-0.29123,1,3.5036,3.5036,0,0
1.671,-0.00012422,-5.5186e-16,-0.292,1,3.5097,3.5097,0,0
1.6714,-0.00011658,2.32e-16,-0.29273,1,3.5157,3.5157,0,0
1.6718,-0.00010917,-1.2953e-16,-0.29341,1,3.5217,3.5217,0,0
1.6722,-0.00010198,-3.1109e-16,-0.29404,1,3.5277,3.5277,0,0
1.6725,-9.5e-05,-1.0003e-15,-0.29464,1,3.5337,3.5337,0,0
1.6729,-8.8225e-05,-1.0504e-15,-0.29519,1,3.5398,3.5398,0,0
1.6732,-8.1671e-05,-1.0129e-15,-0.2957,1,3.5458,3.5458,0,0
1.6735,-7.5315e-05,-8.4651e-16,-0.29618,1,3.5518,3.5518,0,0
1.6737,-6.9146e-05,-8.3734e-16,-0.29661,1,3.5578,3.5578,0,0
1.674,-6.3158e-05,-7.9735e-16,-0.29701,1,3.5638,3.5638,0,0
1.6742,-5.7346e-05,-8.1604e-16,-0.29738,1,3.5699,3.5699,0,0
1.6744,-5.1725e-05,-1.5248e-15,-0.2977,1,3.5759,3.5759,0,0
1.6746,-4.6272e-05,-1.4207e-15,-0.298,1,3.5819,3.5819,0,0
1.6747,-4.0977e-05,-1.3033e-15,-0.29826,1,3.5879,3.5879,0,0
1.6748,-3.5838e-05,-3.937e-16,-0.29849,1,3.5939,3.5939,0,0
1.675,-3.0848e-05,-1.9688e-16,-0.2987,1,3.6,3.6,0,0
1.6751,-2.6023e-05,-3.6339e-16,-0.29887,1,3.606,3.606,0,0
1.6752,-2.1339e-05,-6.1142e-16,-0.29901,1,3.612,3.612,0,0
1.6752,-1.679e-05,-6.918e-16,-0.29912,1,3.618,3.618,0,0
1.6753,-1.2373e-05,-6.0539e-16,-0.29921,1,3.624,3.624,0,0
1.6753,-8.0837e-06,-5.7326e-16,-0.29927,1,3.6301,3.6301,0,0
1.6753,-3.9348e-06,-1.9261e-16,-0.29931,1,3.6361,3.6361,0,0
1.6753,9.4039e-08,2.8942e-16,-0.29932,1,3.6421,3.6421,0,0
1.6753,4.0102e-06,1.6106e-16,-0.2993,1,3.6481,3.6481,0,0
1.6753,7.8182e-06,-1.1763e-16,-0.29927,1,3.6541,3.6541,0,0
1.6753,1.1516e-05,-9.5242e-16,-0.29921,1,3.6602,3.6602,0,0
1.6752,1.5097e-05,-8.2644e-16,-0.29913,1,3.6662,3.6662,0,0
1.6752,1.8577e-05,-7.4007e-16,-0.29902,1,3.6722,3.6722,0,0
1.6751,2.1961e-05,-6.8475e-16,-0.2989,1,3.6782,3.6782,0,0
1.675,2.525e-05,-6.6395e-16,-0.29876,1,3.6842,3.6842,0,0
1.6749,2.8445e-05,-5.3189e-16,-0.29859,1,3.6903,3.6903,0,0
1.6748,3.1543e-05,-1.0032e-15,-0.29841,1,3.6963,3.6963,0,0
1.6747,3.4556e-05,-1.478e-15,-0.29821,1,3.7023,3.7023,0,0
1.6746,3.7488e-05,-1.3398e-15,-0.29799,1,3.7083,3.7083,0,0
1.6744,4.0341e-05,-9.4123e-16,-0.29775,1,3.7143,3.7143,0,0
1.6743,4.3113e-05,-1.1173e-16,-0.2975,1,3.7204,3.7204,0,0
1.6741,4.5804e-05,-9.8044e-17,-0.29723,1,3.7264,3.7264,0,0
1.6739,4.8424e-05,-1.2072e-16,-0.29694,1,3.7324,3.7324,0,0
1.6738,5.0975e-05,-2.1177e-16,-0.29664,1,3.7384,3.7384,0,0
1.6736,5.3459e-05,-3.3468e-16,-0.29633,1,3.7444,3.7444,0,0
1.6734,5.5875e-05,-2.0193e-16,-0.296,1,3.7505,3.7505,0,0
1.6732,5.8223e-05,-3.0705e-16,-0.29565,1,3.7565,3.7565,0,0
1.673,6.0511e-05,1.3173e-16,-0.29529,1,3.7625,3.7625,0,0
1.6727,6.2741e-05,2.2545e-16,-0.29492,1,3.7685,3.7685,0,0
1.6725,6.4915e-05,2.1242e-16,-0.29453,1,3.7745,3.7745,0,0
1.6723,6.703e-05,-1.7662e-16,-0.29413,1,3.7806,3.7806,0,0
1.672,6.9089e-05,-8.0415e-16,-0.29372,1,3.7866,3.7866,0,0
1.6718,7.1097e-05,-6.393e-16,-0.29329,1,3.7926,3.7926,0,0
1.6715,7.3056e-05,-5.5234e-16,-0.29286,1,3.7986,3.7986,0,0
1.6712,7.4968e-05,-4.9635e-16,-0.29241,1,3.8046,3.8046,0,0
1.671,7.6829e-05,-6.4429e-16,-0.29195,1,3.8107,3.8107,0,0
1.6707,7.8643e-05,-6.3699e-16,-0.29148,1,3.8167,3.8167,0,0
1.6704,8.0415e-05,-1.1149e-15,-0.291,1,3.8227,3.8227,0,0
1.6701,8.2145e-05,-1.1525e-15,-0.29051,1,3.8287,3.8287,0,0
1.6698,8.3834e-05,-1.0355e-15,-0.29001,1,3.8347,3.8347,0,0
1.6695,8.5481e-05,-5.7772e-16,-0.28949,1,3.8408,3.8408,0,0
1.6692,8.7088e-05,5.0701e-17,-0.28897,1,3.8468,3.8468,0,0
1.6689,8.8659e-05,3.5168e-18,-0.28844,1,3.8528,3.8528,0,0
1.6685,9.0195e-05,2.2862e-17,-0.2879,1,3.8588,3.8588,0,0
1.6682,9.1696e-05,-7.3886e-17,-0.28735,1,3.8648,3.8648,0,0
1.6679,9.3161e-05,-2.7587e-16,-0.28679,1,3.8709,3.8709,0,0
1.6675,9.4592e-05,-2.5778e-16,-0.28623,1,3.8769,3.8769,0,0
1.6672,9.5993e-05,-2.6973e-16,-0.28565,1,3.8829,3.8829,0,0
1.6668,9.7364e-05,2.7589e-16,-0.28507,1,3.8889,3.8889,0,0
1.6665,9.8705e-05,3.5949e-16,-0.28448,1,3.8949,3.8949,0,0
1.6661,0.00010001,3.6296e-16,-0.28388,1,3.901,3.901,0,0
1.6658,0.0001013,-2.7141e-16,-0.28327,1,3.907,3.907,0,0
1.6654,0.00010255,-5.3277e-16,-0.28266,1,3.913,3.913,0,0
1.665,0.00010378,-4.4938e-16,-0.28204,1,3.919,3.919,0,0
1.6646,0.00010499,-4.7221e-16,-0.28141,1,3.925,3.925,0,0
1.6643,0.00010616,-3.3703e-16,-0.28077,1,3.9311,3.9311,0,0
1.6639,0.00010732,-3.8147e-16,-0.28013,1,3.9371,3.9371,0,0
1.6635,0.00010845,-4.3777e-16,-0.27948,1,3.9431,3.9431,0,0
1.6631,0.00010955,-1.1109e-15,-0.27882,1,3.9491,3.9491,0,0
1.6627,0.00011064,-9.4897e-16,-0.27816,1,3.9551,3.9551,0,0
1.6623,0.0001117,-9.3051e-16,-0.27749,1,3.9612,3.9612,0,0
1.6619,0.00011275,-3.9958e-16,-0.27682,1,3.9672,3.9672,0,0
1.6615,0.00011377,1.3017e-17,-0.27614,1,3.9732,3.9732,0,0
