"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.843e-007,-2e-007,0,1.2922e-006,0,0,0
1.515e-006,-9.9556e-007,0,5.7606e-005,0.000625,0,0
5.9627e-006,-2.3114e-006,0,0.00012841,0.00125,0,0
1.3006e-005,-3.0189e-006,0,8.8894e-005,0.001875,0,0
2.0914e-005,-3.1652e-006,0,-9.178e-005,0.0025,0,0
2.8456e-005,-2.9358e-006,0,-0.00041574,0.003125,0,0
3.4828e-005,-2.4651e-006,0,-0.00087537,0.00375,0,0
3.9479e-005,-1.8423e-006,0,-0.0014577,0.004375,0,0
4.2037e-005,-1.1268e-006,0,-0.0021478,0.005,0,0
4.2255e-005,-3.5745e-007,0,-0.0029304,0.005625,0,0
3.9977e-005,4.4049e-007,0,-0.0037907,0.00625,0,0
3.5112e-005,1.2501e-006,0,-0.0047146,0.006875,0,0
2.7617e-005,2.0593e-006,0,-0.005689,0.0075,0,0
1.7489e-005,2.8594e-006,0,-0.0067017,0.008125,0,0
4.7467e-006,3.6438e-006,0,-0.0077416,0.00875,0,0
-1.0566e-005,4.4079e-006,0,-0.0087984,0.009375,0,0
-2.8393e-005,5.1483e-006,0,-0.0098627,0.01,0,0
-4.8662e-005,5.8626e-006,0,-0.010926,0.010625,0,0
-7.1293e-005,6.5487e-006,0,-0.01198,0.01125,0,0
-9.6198e-005,7.2052e-006,0,-0.013017,0.011875,0,0
-0.00012328,7.831e-006,0,-0.014032,0.0125,0,0
-0.00015245,8.4255e-006,0,-0.015018,0.013125,0,0
-0.00018359,8.988e-006,0,-0.015968,0.01375,0,0
-0.00021662,9.5185e-006,0,-0.01688,0.014375,0,0
-0.00025141,1.0017e-005,0,-0.017747,0.015,0,0
-0.00028786,1.0482e-005,0,-0.018566,0.015625,0,0
-0.00032587,1.0916e-005,0,-0.019332,0.01625,0,0
-0.00036532,1.1318e-005,0,-0.020043,0.016875,0,0
-0.00040611,1.1687e-005,0,-0.020696,0.0175,0,0
-0.00044814,1.2026e-005,0,-0.021287,0.018125,0,0
-0.00049128,1.2333e-005,0,-0.021814,0.01875,0,0
-0.00053544,1.2609e-005,0,-0.022276,0.019375,0,0
-0.00058052,1.2855e-005,0,-0.022669,0.02,0,0
-0.0006264,1.3071e-005,0,-0.022994,0.020625,0,0
-0.00067299,1.3258e-005,0,-0.023247,0.02125,0,0
