"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-0.0027242,0.00021298,0,-0.021174,0.02125,0.00125,0
-0.0030868,0.00021759,0,-0.021416,0.0225,0.00125,0
-0.0034555,0.00022043,0,-0.021381,0.02375,0.00125,0
-0.0038274,0.00022158,0,-0.021063,0.025,0.00125,0
-0.0041999,0.00022109,0,-0.020463,0.02625,0.00125,0
-0.0045702,0.00021904,0,-0.019579,0.0275,0.00125,0
-0.0049358,0.0002155,0,-0.018416,0.02875,0.00125,0
-0.0052943,0.00021054,0,-0.016979,0.03,0.00125,0
-0.0056433,0.00020424,0,-0.015273,0.03125,0.00125,0
-0.0059806,0.00019668,0,-0.013308,0.0325,0.00125,0
-0.0063042,0.00018793,0,-0.011094,0.03375,0.00125,0
-0.0066122,0.00017806,0,-0.0086416,0.035,0.00125,0
-0.0069026,0.00016716,0,-0.005964,0.03625,0.00125,0
-0.0071739,0.00015529,0,-0.0030749,0.0375,0.00125,0
-0.0074245,0.00014255,0,1.072e-005,0.03875,0.00125,0
-0.0076529,0.000129,0,0.003277,0.04,0.00125,0
-0.007858,0.00011472,0,0.0067071,0.04125,0.00125,0
-0.0080384,9.9799e-005,0,0.010283,0.0425,0.00125,0
-0.0081931,8.4312e-005,0,0.013988,0.04375,0.00125,0
-0.0083214,6.834e-005,0,0.0178,0.045,0.00125,0
-0.0084225,5.1967e-005,0,0.021702,0.04625,0.00125,0
-0.0084957,3.5276e-005,0,0.025673,0.0475,0.00125,0
-0.0085406,1.8352e-005,0,0.029692,0.04875,0.00125,0
-0.0085568,1.2841e-006,0,0.033739,0.05,0.00125,0
-0.0085443,-1.5841e-005,0,0.037791,0.05125,0.00125,0
-0.008503,-3.2932e-005,0,0.041829,0.0525,0.00125,0
-0.0084331,-4.9898e-005,0,0.045829,0.05375,0.00125,0
-0.0083348,-6.6645e-005,0,0.04977,0.055,0.00125,0
-0.0082086,-8.3078e-005,0,0.053632,0.05625,0.00125,0
-0.0080551,-9.9101e-005,0,0.057393,0.0575,0.00125,0
-0.0078751,-0.00011462,0,0.061032,0.05875,0.00125,0
-0.0076695,-0.00012952,0,0.064528,0.06,0.00125,0
-0.0074396,-0.00014373,0,0.067862,0.06125,0.00125,0
-0.0071864,-0.00015713,0,0.071015,0.0625,0.00125,0
-0.0069115,-0.00016962,0,0.073968,0.06375,0.00125,0
-0.0066166,-0.00018111,0,0.076705,0.065,0.00125,0
-0.0063033,-0.0001915,0,0.079209,0.06625,0.00125,0
-0.0059736,-0.0002007,0,0.081465,0.0675,0.00125,0
-0.0056295,-0.0002086,0,0.083461,0.06875,0.00125,0
-0.0052734,-0.00021512,0,0.085186,0.07,0.00125,0
-0.0049076,-0.00022016,0,0.086628,0.07125,0.00125,0
-0.0045347,-0.00022366,0,0.087782,0.0725,0.00125,0
-0.0041572,-0.00022552,0,0.088642,0.07375,0.00125,0
-0.003778,-0.00022567,0,0.089204,0.075,0.00125,0
-0.0034,-0.00022405,0,0.08947,0.07625,0.00125,0
-0.0030261,-0.0002206,0,0.089441,0.0775,0.00125,0
-0.0026594,-0.00021526,0,0.089124,0.07875,0.00125,0
-0.0023031,-0.000208,0,0.088529,0.08,0.00125,0
-0.0019603,-0.00019879,0,0.087667,0.08125,0.00125,0
-0.0016341,-0.00018762,0,0.086557,0.0825,0.00125,0
-0.0013278,-0.00017449,0,0.08522,0.08375,0.00125,0
-0.0010446,-0.00015943,0,0.083681,0.085,0.00125,0
-0.00078728,-0.00014248,0,0.081974,0.08625,0.00125,0
-0.00055886,-0.00012376,0,0.080134,0.0875,0.00125,0
-0.0003619,-0.0001034,0,0.078205,0.08875,0.00125,0
-0.00019867,-8.1651e-005,0,0.076239,0.09,0.00125,0
-7.0868e-005,-5.8869e-005,0,0.074294,0.09125,0.00125,0
2.0569e-005,-3.5631e-005,0,0.072437,0.0925,0.00125,0
7.5875e-005,-1.2856e-005,0,0.070744,0.09375,0.00125,0
9.6973e-005,7.9596e-006,0,0.069297,0.095,0.00125,0
8.833e-005,2.4351e-005,0,0.068184,0.09625,0.00125,0
5.9127e-005,3.2261e-005,0,0.067499,0.0975,0.00125,0
2.577e-005,2.5751e-005,0,0.067295,0.09875,0.00125,0
1.0612e-005,1.8038e-005,0,0.067314,0.1,0.00125,0
1.4326e-005,-4.4744e-005,0,0.00025912,0,0.0025,0
3.1148e-005,-5.7774e-005,0,0.00025315,0.00125,0.0025,0
6.1722e-005,-6.1569e-005,0,2.0314e-005,0.0025,0.0025,0
7.25e-005,-2.9279e-005,0,-0.00063148,0.00375,0.0025,0
4.1302e-005,2.4769e-005,0,-0.0016327,0.005,0.0025,0
-4.4915e-005,9.0775e-005,0,-0.0029011,0.00625,0.0025,0
-0.00019293,0.00016224,0,-0.0043667,0.0075,0.0025,0
-0.00040566,0.00023491,0,-0.0059622,0.00875,0.0025,0
-0.00068323,0.000306,0,-0.0076241,0.01,0.0025,0
-0.0010238,0.00037371,0,-0.0092955,0.01125,0.0025,0
-0.0014241,0.00043685,0,-0.010926,0.0125,0.0025,0
-0.0018799,0.00049467,0,-0.012472,0.01375,0.0025,0
-0.0023863,0.0005467,0,-0.013895,0.015,0.0025,0
-0.0029381,0.00059265,0,-0.015164,0.01625,0.0025,0
-0.0035297,0.0006324,0,-0.016252,0.0175,0.0025,0
-0.0041555,0.00066591,0,-0.017136,0.01875,0.0025,0
-0.0048096,0.00069322,0,-0.017799,0.02,0.0025,0
-0.0054864,0.00071441,0,-0.018225,0.02125,0.0025,0
-0.0061802,0.00072962,0,-0.018406,0.0225,0.0025,0
-0.0068855,0.00073902,0,-0.018332,0.02375,0.0025,0
-0.0075969,0.0007428,0,-0.017999,0.025,0.0025,0
-0.0083091,0.00074114,0,-0.017404,0.02625,0.0025,0
-0.0090172,0.00073429,0,-0.016549,0.0275,0.0025,0
-0.0097162,0.00072246,0,-0.015434,0.02875,0.0025,0
-0.010401,0.00070589,0,-0.014064,0.03,0.0025,0
-0.011069,0.00068481,0,-0.012445,0.03125,0.0025,0
-0.011714,0.00065949,0,-0.010584,0.0325,0.0025,0
-0.012332,0.00063017,0,-0.0084901,0.03375,0.0025,0
-0.012921,0.00059709,0,-0.0061742,0.035,0.0025,0
-0.013476,0.00056053,0,-0.0036476,0.03625,0.0025,0
-0.013995,0.00052073,0,-0.00092303,0.0375,0.0025,0
-0.014474,0.00047796,0,0.0019857,0.03875,0.0025,0
-0.014911,0.00043248,0,0.0050636,0.04,0.0025,0
-0.015303,0.00038456,0,0.0082953,0.04125,0.0025,0
-0.015647,0.00033446,0,0.011664,0.0425,0.0025,0
-0.015943,0.00028246,0,0.015153,0.04375,0.0025,0
-0.016188,0.00022884,0,0.018743,0.045,0.0025,0
-0.016381,0.00017387,0,0.022417,0.04625,0.0025,0
-0.01652,0.00011784,0,0.026156,0.0475,0.0025,0
-0.016606,6.1038e-005,0,0.02994,0.04875,0.0025,0
-0.016636,3.7628e-006,0,0.033749,0.05,0.0025,0
-0.016612,-5.3688e-005,0,0.037564,0.05125,0.0025,0
-0.016532,-0.00011101,0,0.041364,0.0525,0.0025,0
-0.016398,-0.00016789,0,0.045129,0.05375,0.0025,0
-0.01621,-0.00022402,0,0.048839,0.055,0.0025,0
-0.015968,-0.00027907,0,0.052474,0.05625,0.0025,0
-0.015674,-0.00033273,0,0.056014,0.0575,0.0025,0
-0.01533,-0.00038466,0,0.059438,0.05875,0.0025,0
-0.014937,-0.00043454,0,0.06273,0.06,0.0025,0
-0.014497,-0.00048204,0,0.065869,0.06125,0.0025,0
-0.014013,-0.00052682,0,0.068838,0.0625,0.0025,0
-0.013488,-0.00056855,0,0.07162,0.06375,0.0025,0
-0.012924,-0.00060692,0,0.0742,0.065,0.0025,0
-0.012326,-0.00064159,0,0.076562,0.06625,0.0025,0
-0.011696,-0.00067224,0,0.078694,0.0675,0.0025,0
-0.011039,-0.00069858,0,0.080583,0.06875,0.0025,0
-0.010359,-0.0007203,0,0.082219,0.07,0.0025,0
-0.0096603,-0.00073711,0,0.083593,0.07125,0.0025,0
-0.0089481,-0.00074876,0,0.0847,0.0725,0.0025,0
-0.0082274,-0.00075497,0,0.085535,0.07375,0.0025,0
-0.0075032,-0.00075554,0,0.086095,0.075,0.0025,0
-0.0067811,-0.00075024,0,0.086383,0.07625,0.0025,0
-0.0060666,-0.00073891,0,0.086399,0.0775,0.0025,0
-0.0053656,-0.0007214,0,0.086153,0.07875,0.0025,0
-0.0046838,-0.0006976,0,0.085652,0.08,0.0025,0
-0.0040271,-0.00066748,0,0.08491,0.08125,0.0025,0
-0.0034014,-0.00063101,0,0.083943,0.0825,0.0025,0
-0.0028125,-0.00058826,0,0.082773,0.08375,0.0025,0
-0.002266,-0.0005394,0,0.081424,0.085,0.0025,0
-0.0017674,-0.00048468,0,0.079927,0.08625,0.0025,0
-0.0013218,-0.00042451,0,0.078315,0.0875,0.0025,0
-0.00093348,-0.0003595,0,0.076629,0.08875,0.0025,0
-0.00060634,-0.00029054,0,0.074915,0.09,0.0025,0
-0.000343,-0.00021895,0,0.073224,0.09125,0.0025,0
-0.00014462,-0.00014665,0,0.071615,0.0925,0.0025,0
-1.0296e-005,-7.6508e-005,0,0.07015,0.09375,0.0025,0
6.3676e-005,-1.2802e-005,0,0.068895,0.095,0.0025,0
8.4833e-005,3.8048e-005,0,0.067916,0.09625,0.0025,0
6.6866e-005,6.653e-005,0,0.067294,0.0975,0.0025,0
3.2411e-005,5.9133e-005,0,0.067091,0.09875,0.0025,0
1.4516e-005,4.4505e-005,0,0.0671,0.1,0.0025,0
1.2154e-005,-7.0372e-005,0,0.0010296,0,0.00375,0
2.2299e-005,-8.3799e-005,0,0.00097381,0.00125,0.00375,0
3.0445e-005,-7.2552e-005,0,0.00067359,0.0025,0.00375,0
4.0444e-007,1.1397e-006,0,2.0243e-005,0.00375,0.00375,0
-9.0856e-005,0.00011397,0,-0.0009235,0.005,0.00375,0
-0.00025776,0.00024958,0,-0.0020899,0.00625,0.00375,0
-0.00050842,0.00039641,0,-0.0034216,0.0075,0.00375,0
-0.00084655,0.00054637,0,-0.0048626,0.00875,0.00375,0
-0.0012725,0.00069389,0,-0.0063594,0.01,0.00375,0
-0.0017842,0.00083516,0,-0.0078626,0.01125,0.00375,0
-0.0023774,0.00096756,0,-0.0093281,0.0125,0.00375,0
-0.0030469,0.0010893,0,-0.010717,0.01375,0.00375,0
-0.0037861,0.0011993,0,-0.011994,0.015,0.00375,0
-0.004588,0.0012967,0,-0.01313,0.01625,0.00375,0
-0.0054451,0.0013812,0,-0.014101,0.0175,0.00375,0
-0.0063497,0.0014526,0,-0.014885,0.01875,0.00375,0
-0.0072938,0.0015109,0,-0.015464,0.02,0.00375,0
-0.0082694,0.0015562,0,-0.015825,0.02125,0.00375,0
-0.0092686,0.0015887,0,-0.015958,0.0225,0.00375,0
-0.010284,0.0016087,0,-0.015855,0.02375,0.00375,0
-0.011307,0.0016166,0,-0.01551,0.025,0.00375,0
-0.012332,0.0016128,0,-0.014921,0.02625,0.00375,0
-0.01335,0.0015978,0,-0.014088,0.0275,0.00375,0
-0.014354,0.001572,0,-0.013013,0.02875,0.00375,0
-0.01534,0.0015359,0,-0.011697,0.03,0.00375,0
-0.016299,0.00149,0,-0.010148,0.03125,0.00375,0
-0.017225,0.0014349,0,-0.0083718,0.0325,0.00375,0
-0.018114,0.0013711,0,-0.0063763,0.03375,0.00375,0
-0.01896,0.0012991,0,-0.0041712,0.035,0.00375,0
-0.019758,0.0012196,0,-0.0017673,0.03625,0.00375,0
-0.020503,0.0011329,0,0.00082341,0.0375,0.00375,0
-0.021192,0.0010398,0,0.003588,0.03875,0.00375,0
-0.021819,0.00094077,0,0.0065127,0.04,0.00375,0
-0.022381,0.00083641,0,0.0095826,0.04125,0.00375,0
-0.022876,0.00072732,0,0.012782,0.0425,0.00375,0
-0.023301,0.00061409,0,0.016095,0.04375,0.00375,0
-0.023652,0.00049733,0,0.019505,0.045,0.00375,0
-0.023929,0.00037764,0,0.022993,0.04625,0.00375,0
-0.024129,0.00025566,0,0.026543,0.0475,0.00375,0
-0.024251,0.00013202,0,0.030135,0.04875,0.00375,0
-0.024294,7.3617e-006,0,0.033752,0.05,0.00375,0
-0.024259,-0.00011766,0,0.037373,0.05125,0.00375,0
-0.024144,-0.00024237,0,0.040981,0.0525,0.00375,0
-0.023951,-0.0003661,0,0.044555,0.05375,0.00375,0
-0.023679,-0.00048816,0,0.048077,0.055,0.00375,0
-0.023332,-0.00060785,0,0.051528,0.05625,0.00375,0
-0.022909,-0.00072448,0,0.054889,0.0575,0.00375,0
-0.022414,-0.00083732,0,0.058141,0.05875,0.00375,0
-0.021849,-0.00094568,0,0.061266,0.06,0.00375,0
-0.021217,-0.0010488,0,0.064248,0.06125,0.00375,0
-0.020522,-0.001146,0,0.067069,0.0625,0.00375,0
-0.019768,-0.0012366,0,0.069714,0.06375,0.00375,0
-0.018958,-0.0013199,0,0.072167,0.065,0.00375,0
-0.018099,-0.0013951,0,0.074416,0.06625,0.00375,0
-0.017195,-0.0014616,0,0.076448,0.0675,0.00375,0
-0.016251,-0.0015187,0,0.078251,0.06875,0.00375,0
-0.015275,-0.0015659,0,0.079816,0.07,0.00375,0
-0.014272,-0.0016024,0,0.081136,0.07125,0.00375,0
-0.013249,-0.0016277,0,0.082205,0.0725,0.00375,0
-0.012214,-0.0016414,0,0.08302,0.07375,0.00375,0
-0.011174,-0.0016428,0,0.083578,0.075,0.00375,0
-0.010136,-0.0016317,0,0.083881,0.07625,0.00375,0
-0.0091084,-0.0016077,0,0.083932,0.0775,0.00375,0
-0.0080995,-0.0015704,0,0.083738,0.07875,0.00375,0
-0.0071173,-0.0015198,0,0.083309,0.08,0.00375,0
-0.0061699,-0.0014556,0,0.082656,0.08125,0.00375,0
-0.0052655,-0.0013781,0,0.081797,0.0825,0.00375,0
-0.0044122,-0.0012875,0,0.08075,0.08375,0.00375,0
-0.0036176,-0.0011841,0,0.07954,0.085,0.00375,0
-0.0028891,-0.0010686,0,0.078194,0.08625,0.00375,0
-0.0022334,-0.00094198,0,0.076743,0.0875,0.00375,0
-0.0016564,-0.00080575,0,0.075226,0.08875,0.00375,0
-0.001163,-0.0006619,0,0.073682,0.09,0.00375,0
-0.00075641,-0.0005133,0,0.072157,0.09125,0.00375,0
-0.00043789,-0.00036398,0,0.070702,0.0925,0.00375,0
-0.00020613,-0.00021966,0,0.069369,0.09375,0.00375,0
-5.6397e-005,-8.8419e-005,0,0.068214,0.095,0.00375,0
2.0378e-005,1.8332e-005,0,0.067291,0.09625,0.00375,0
3.9507e-005,8.4752e-005,0,0.066668,0.0975,0.00375,0
2.4924e-005,8.8705e-005,0,0.066407,0.09875,0.00375,0
1.2794e-005,7.183e-005,0,0.066372,0.1,0.00375,0
7.03e-006,-8.4156e-005,0,0.0022708,0,0.005,0
5.3539e-006,-8.8089e-005,0,0.0021217,0.00125,0.005,0
-2.2242e-005,-4.2336e-005,0,0.0016786,0.0025,0.005,0
-0.00011029,9.2e-005,0,0.00096177,0.00375,0.005,0
-0.00027926,0.00028322,0,1.2757e-005,0.005,0.005,0
-0.00054299,0.00050864,0,-0.0011178,0.00625,0.005,0
-0.00090972,0.00075152,0,-0.0023815,0.0075,0.005,0
-0.0013832,0.00099971,0,-0.0037311,0.00875,0.005,0
-0.0019637,0.0012445,0,-0.0051214,0.01,0.005,0
-0.0026485,0.0014796,0,-0.00651,0.01125,0.005,0
-0.0034329,0.0017007,0,-0.0078585,0.0125,0.005,0
-0.0043106,0.0019046,0,-0.009132,0.01375,0.005,0
-0.0052739,0.0020892,0,-0.0103,0.015,0.005,0
-0.0063142,0.0022532,0,-0.011335,0.01625,0.005,0
-0.0074225,0.0023956,0,-0.012215,0.0175,0.005,0
-0.0085893,0.0025161,0,-0.01292,0.01875,0.005,0
-0.0098047,0.0026145,0,-0.013434,0.02,0.005,0
-0.011059,0.002691,0,-0.013744,0.02125,0.005,0
-0.012342,0.0027458,0,-0.013839,0.0225,0.005,0
-0.013645,0.0027794,0,-0.013713,0.02375,0.005,0
-0.014958,0.0027923,0,-0.01336,0.025,0.005,0
-0.016271,0.0027852,0,-0.012777,0.02625,0.005,0
-0.017575,0.0027589,0,-0.011964,0.0275,0.005,0
-0.018862,0.0027141,0,-0.010923,0.02875,0.005,0
-0.020124,0.0026515,0,-0.0096553,0.03,0.005,0
-0.021352,0.0025722,0,-0.0081668,0.03125,0.005,0
-0.022538,0.0024769,0,-0.0064634,0.0325,0.005,0
-0.023676,0.0023667,0,-0.0045526,0.03375,0.005,0
-0.024759,0.0022423,0,-0.0024434,0.035,0.005,0
-0.02578,0.0021048,0,-0.00014587,0.03625,0.005,0
-0.026733,0.0019552,0,0.0023289,0.0375,0.005,0
-0.027614,0.0017943,0,0.0049687,0.03875,0.005,0
-0.028416,0.0016233,0,0.0077605,0.04,0.005,0
-0.029135,0.0014431,0,0.01069,0.04125,0.005,0
-0.029768,0.0012547,0,0.013743,0.0425,0.005,0
-0.030311,0.0010591,0,0.016904,0.04375,0.005,0
-0.03076,0.00085747,0,0.020157,0.045,0.005,0
-0.031113,0.0006508,0,0.023485,0.04625,0.005,0
-0.031369,0.00044019,0,0.026871,0.0475,0.005,0
-0.031524,0.00022674,0,0.030297,0.04875,0.005,0
-0.031579,1.1562e-005,0,0.033747,0.05,0.005,0
-0.031533,-0.00020421,0,0.037201,0.05125,0.005,0
-0.031386,-0.00041942,0,0.040643,0.0525,0.005,0
-0.031138,-0.00063289,0,0.044052,0.05375,0.005,0
-0.03079,-0.00084345,0,0.047412,0.055,0.005,0
-0.030345,-0.0010499,0,0.050705,0.05625,0.005,0
-0.029804,-0.001251,0,0.053911,0.0575,0.005,0
-0.029171,-0.0014456,0,0.057015,0.05875,0.005,0
-0.028448,-0.0016323,0,0.059998,0.06,0.005,0
-0.027639,-0.0018101,0,0.062845,0.06125,0.005,0
-0.02675,-0.0019777,0,0.06554,0.0625,0.005,0
-0.025785,-0.0021338,0,0.068067,0.06375,0.005,0
-0.02475,-0.0022772,0,0.070413,0.065,0.005,0
-0.02365,-0.0024068,0,0.072565,0.06625,0.005,0
-0.022494,-0.0025214,0,0.074511,0.0675,0.005,0
-0.021287,-0.0026199,0,0.076241,0.06875,0.005,0
-0.020038,-0.0027012,0,0.077746,0.07,0.005,0
-0.018755,-0.0027644,0,0.07902,0.07125,0.005,0
-0.017446,-0.0028084,0,0.080056,0.0725,0.005,0
-0.016121,-0.0028324,0,0.080852,0.07375,0.005,0
-0.014789,-0.0028356,0,0.081407,0.075,0.005,0
-0.013459,-0.0028173,0,0.081721,0.07625,0.005,0
-0.012141,-0.002777,0,0.081799,0.0775,0.005,0
-0.010846,-0.0027143,0,0.081646,0.07875,0.005,0
-0.0095839,-0.0026289,0,0.081272,0.08,0.005,0
-0.0083645,-0.0025208,0,0.08069,0.08125,0.005,0
-0.007198,-0.0023903,0,0.079913,0.0825,0.005,0
-0.0060943,-0.0022377,0,0.078961,0.08375,0.005,0
-0.005063,-0.0020638,0,0.077855,0.085,0.005,0
-0.0041127,-0.0018701,0,0.076621,0.08625,0.005,0
-0.0032518,-0.0016582,0,0.075288,0.0875,0.005,0
-0.0024873,-0.0014308,0,0.073889,0.08875,0.005,0
-0.0018247,-0.0011914,0,0.072461,0.09,0.005,0
-0.001268,-0.00094471,0,0.071043,0.09125,0.005,0
-0.00081868,-0.00069735,0,0.069679,0.0925,0.005,0
-0.00047546,-0.00045825,0,0.068414,0.09375,0.005,0
-0.00023336,-0.00023958,0,0.067294,0.095,0.005,0
-8.303e-005,-5.7829e-005,0,0.066368,0.09625,0.005,0
-9.4438e-006,6.4971e-005,0,0.065686,0.0975,0.005,0
9.2638e-006,9.8494e-005,0,0.065292,0.09875,0.005,0
8.0845e-006,8.8503e-005,0,0.065171,0.1,0.005,0
6.7332e-007,-8.043e-005,0,0.003877,0,0.00625,0
-1.5654e-005,-6.1962e-005,0,0.003602,0.00125,0.00625,0
-8.6969e-005,4.2092e-005,0,0.0029583,0.0025,0.00625,0
-0.00024418,0.00025785,0,0.0021302,0.00375,0.00625,0
-0.00050287,0.00054667,0,0.0011306,0.005,0.00625,0
-0.00087487,0.00088024,0,-9.8401e-006,0.00625,0.00625,0
-0.0013676,0.001237,0,-0.0012502,0.0075,0.00625,0
-0.0019841,0.001601,0,-0.0025511,0.00875,0.00625,0
-0.0027241,0.0019601,0,-0.0038748,0.01,0.00625,0
-0.0035842,0.0023055,0,-0.0051854,0.01125,0.00625,0
-0.004559,0.002631,0,-0.0064497,0.0125,0.00625,0
-0.0056412,0.0029317,0,-0.0076374,0.01375,0.00625,0
-0.006822,0.0032045,0,-0.0087214,0.015,0.00625,0
-0.0080918,0.0034471,0,-0.0096777,0.01625,0.00625,0
-0.00944,0.0036582,0,-0.010486,0.0175,0.00625,0
-0.010856,0.0038368,0,-0.011127,0.01875,0.00625,0
-0.012328,0.0039827,0,-0.011588,0.02,0.00625,0
-0.013844,0.004096,0,-0.011856,0.02125,0.00625,0
-0.015394,0.0041769,0,-0.011921,0.0225,0.00625,0
-0.016966,0.0042261,0,-0.011777,0.02375,0.00625,0
-0.018548,0.0042443,0,-0.011418,0.025,0.00625,0
-0.02013,0.0042324,0,-0.010843,0.02625,0.00625,0
-0.021701,0.0041915,0,-0.01005,0.0275,0.00625,0
-0.02325,0.0041227,0,-0.0090397,0.02875,0.00625,0
