"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
8.4937e-006,-8.7021e-006,0,-3.478e-008,0,0,0
1.7743e-005,-1.0042e-005,0,-5.2073e-006,0.00125,0,0
3.3286e-005,-8.9944e-006,0,-2.7144e-005,0.0025,0,0
3.7223e-005,-3.0297e-006,0,-6.9463e-005,0.00375,0,0
2.1818e-005,4.2741e-006,0,-0.0001255,0.005,0,0
-1.4778e-005,1.1456e-005,0,-0.00018858,0.00625,0,0
-7.1548e-005,1.794e-005,0,-0.00025366,0.0075,0,0
-0.00014656,2.354e-005,0,-0.00031687,0.00875,0,0
-0.00023752,2.8244e-005,0,-0.00037535,0.01,0,0
-0.00034211,3.2119e-005,0,-0.00042705,0.01125,0,0
-0.0004581,3.5257e-005,0,-0.00047054,0.0125,0,0
-0.00058349,3.7755e-005,0,-0.00050487,0.01375,0,0
-0.00071644,3.9704e-005,0,-0.00052944,0.015,0,0
-0.00085539,4.1189e-005,0,-0.00054392,0.01625,0,0
-0.00099894,4.2284e-005,0,-0.00054815,0.0175,0,0
-0.0011459,4.3053e-005,0,-0.00054211,0.01875,0,0
-0.0012952,4.3548e-005,0,-0.00052582,0.02,0,0
-0.0014461,4.3811e-005,0,-0.00049938,0.02125,0,0
-0.0015976,4.3873e-005,0,-0.00046287,0.0225,0,0
-0.0017491,4.3761e-005,0,-0.0004164,0.02375,0,0
-0.0019,4.349e-005,0,-0.00036007,0.025,0,0
-0.0020496,4.3068e-005,0,-0.00029394,0.02625,0,0
-0.0021975,4.2498e-005,0,-0.00021808,0.0275,0,0
-0.002343,4.1778e-005,0,-0.00013252,0.02875,0,0
-0.0024856,4.0901e-005,0,-3.7305e-005,0.03,0,0
-0.0026246,3.9859e-005,0,6.753e-005,0.03125,0,0
-0.0027595,3.8638e-005,0,0.00018194,0.0325,0,0
-0.0028895,3.7225e-005,0,0.00030585,0.03375,0,0
-0.003014,3.5603e-005,0,0.00043917,0.035,0,0
-0.0031323,3.376e-005,0,0.00058175,0.03625,0,0
-0.0032435,3.1681e-005,0,0.00073339,0.0375,0,0
-0.0033469,2.9353e-005,0,0.00089381,0.03875,0,0
-0.0034415,2.6766e-005,0,0.0010627,0.04,0,0
-0.0035267,2.3912e-005,0,0.0012395,0.04125,0,0
-0.0036014,2.0788e-005,0,0.0014238,0.0425,0,0
-0.0036648,1.7394e-005,0,0.0016148,0.04375,0,0
-0.003716,1.3734e-005,0,0.0018119,0.045,0,0
-0.0037543,9.8201e-006,0,0.002014,0.04625,0,0
-0.0037789,5.6679e-006,0,0.0022202,0.0475,0,0
-0.003789,1.2999e-006,0,0.0024294,0.04875,0,0
-0.003784,-3.2557e-006,0,0.0026401,0.05,0,0
-0.0037635,-7.9638e-006,0,0.0028511,0.05125,0,0
-0.0037271,-1.2784e-005,0,0.0030609,0.0525,0,0
-0.0036745,-1.7668e-005,0,0.0032679,0.05375,0,0
-0.0036057,-2.2564e-005,0,0.0034705,0.055,0,0
-0.0035207,-2.7415e-005,0,0.0036669,0.05625,0,0
-0.0034199,-3.2159e-005,0,0.0038556,0.0575,0,0
-0.0033038,-3.6732e-005,0,0.0040347,0.05875,0,0
-0.003173,-4.1066e-005,0,0.0042026,0.06,0,0
-0.0030284,-4.5097e-005,0,0.0043578,0.06125,0,0
-0.0028712,-4.8758e-005,0,0.0044987,0.0625,0,0
-0.0027027,-5.1987e-005,0,0.0046241,0.06375,0,0
-0.0025244,-5.4723e-005,0,0.0047326,0.065,0,0
-0.002338,-5.6916e-005,0,0.0048233,0.06625,0,0
-0.0021452,-5.8518e-005,0,0.0048955,0.0675,0,0
-0.0019481,-5.9494e-005,0,0.0049487,0.06875,0,0
-0.0017487,-5.9816e-005,0,0.0049825,0.07,0,0
-0.0015491,-5.9468e-005,0,0.0049971,0.07125,0,0
-0.0013515,-5.8445e-005,0,0.0049928,0.0725,0,0
-0.001158,-5.6754e-005,0,0.0049701,0.07375,0,0
-0.00097077,-5.4413e-005,0,0.00493,0.075,0,0
-0.0007918,-5.1454e-005,0,0.0048737,0.07625,0,0
-0.00062304,-4.7917e-005,0,0.0048026,0.0775,0,0
-0.00046625,-4.3854e-005,0,0.0047184,0.07875,0,0
-0.00032304,-3.9325e-005,0,0.0046231,0.08,0,0
-0.00019479,-3.4399e-005,0,0.0045187,0.08125,0,0
-8.2677e-005,-2.9151e-005,0,0.0044074,0.0825,0,0
1.2407e-005,-2.3667e-005,0,0.0042918,0.08375,0,0
8.9832e-005,-1.8031e-005,0,0.0041742,0.085,0,0
0.00014928,-1.2335e-005,0,0.0040572,0.08625,0,0
0.00019076,-6.6855e-006,0,0.0039434,0.0875,0,0
0.00021464,-1.1969e-006,0,0.0038355,0.08875,0,0
0.00022169,3.9954e-006,0,0.003736,0.09,0,0
0.00021316,8.7243e-006,0,0.0036475,0.09125,0,0
0.00019089,1.2763e-005,0,0.0035724,0.0925,0,0
0.00015746,1.5784e-005,0,0.003513,0.09375,0,0
0.00011646,1.7305e-005,0,0.003471,0.095,0,0
7.2785e-005,1.6601e-005,0,0.0034473,0.09625,0,0
3.348e-005,1.2677e-005,0,0.0034415,0.0975,0,0
8.4544e-006,5.3699e-006,0,0.0034501,0.09875,0,0
9.389e-007,9.6895e-007,0,0.0034572,0.1,0,0
9.8476e-006,-1.7848e-005,0,4.2976e-006,0,0.00125,0
1.8631e-005,-1.8758e-005,0,-8.6294e-007,0.00125,0.00125,0
2.8747e-005,-1.1891e-005,0,-2.1392e-005,0.0025,0.00125,0
1.6604e-005,6.9437e-006,0,-5.9856e-005,0.00375,0.00125,0
-2.8049e-005,2.9821e-005,0,-0.00011046,0.005,0.00125,0
-0.0001082,5.2977e-005,0,-0.00016744,0.00625,0.00125,0
-0.00022291,7.4597e-005,0,-0.0002264,0.0075,0.00125,0
-0.00036957,9.3889e-005,0,-0.00028384,0.00875,0.00125,0
-0.00054472,0.0001106,0,-0.00033708,0.01,0.00125,0
-0.00074463,0.00012477,0,-0.00038417,0.01125,0.00125,0
-0.00096562,0.00013654,0,-0.0004237,0.0125,0.00125,0
-0.0012042,0.00014616,0,-0.0004547,0.01375,0.00125,0
-0.0014572,0.00015386,0,-0.00047653,0.015,0.00125,0
-0.0017217,0.00015987,0,-0.00048881,0.01625,0.00125,0
-0.0019952,0.00016443,0,-0.00049134,0.0175,0.00125,0
-0.0022755,0.00016772,0,-0.00048402,0.01875,0.00125,0
-0.0025605,0.00016992,0,-0.00046686,0.02,0.00125,0
-0.0028486,0.00017117,0,-0.00043989,0.02125,0.00125,0
-0.0031382,0.00017157,0,-0.00040317,0.0225,0.00125,0
-0.0034279,0.00017122,0,-0.00035679,0.02375,0.00125,0
-0.0037164,0.00017018,0,-0.00030081,0.025,0.00125,0
-0.0040025,0.00016847,0,-0.0002353,0.02625,0.00125,0
-0.0042851,0.00016611,0,-0.00016031,0.0275,0.00125,0
-0.0045631,0.00016311,0,-7.5867e-005,0.02875,0.00125,0
-0.0048352,0.00015944,0,1.7979e-005,0.03,0.00125,0
-0.0051003,0.00015508,0,0.00012119,0.03125,0.00125,0
-0.0053572,0.00015,0,0.00023371,0.0325,0.00125,0
-0.0056046,0.00014414,0,0.00035545,0.03375,0.00125,0
-0.0058411,0.00013747,0,0.00048632,0.035,0.00125,0
-0.0060654,0.00012994,0,0.00062615,0.03625,0.00125,0
-0.0062759,0.0001215,0,0.00077474,0.0375,0.00125,0
-0.0064711,0.00011214,0,0.00093179,0.03875,0.00125,0
-0.0066495,0.0001018,0,0.001097,0.04,0.00125,0
-0.0068095,9.0489e-005,0,0.0012698,0.04125,0.00125,0
-0.0069494,7.819e-005,0,0.0014498,0.0425,0.00125,0
-0.0070677,6.4918e-005,0,0.0016362,0.04375,0.00125,0
-0.0071628,5.0701e-005,0,0.0018284,0.045,0.00125,0
-0.0072333,3.5586e-005,0,0.0020253,0.04625,0.00125,0
-0.0072778,1.9642e-005,0,0.0022261,0.0475,0.00125,0
-0.007295,2.956e-006,0,0.0024296,0.04875,0.00125,0
-0.0072838,-1.4361e-005,0,0.0026345,0.05,0.00125,0
-0.0072435,-3.2177e-005,0,0.0028395,0.05125,0.00125,0
-0.0071733,-5.0339e-005,0,0.0030432,0.0525,0.00125,0
-0.0070729,-6.8675e-005,0,0.0032441,0.05375,0.00125,0
-0.0069422,-8.6992e-005,0,0.0034407,0.055,0.00125,0
-0.0067814,-0.00010508,0,0.0036312,0.05625,0.00125,0
-0.0065913,-0.00012273,0,0.003814,0.0575,0.00125,0
-0.0063726,-0.0001397,0,0.0039876,0.05875,0.00125,0
-0.0061268,-0.00015577,0,0.0041503,0.06,0.00125,0
-0.0058555,-0.00017069,0,0.0043006,0.06125,0.00125,0
-0.0055609,-0.00018423,0,0.0044371,0.0625,0.00125,0
-0.0052452,-0.00019618,0,0.0045585,0.06375,0.00125,0
-0.0049114,-0.00020634,0,0.0046637,0.065,0.00125,0
-0.0045625,-0.00021451,0,0.0047518,0.06625,0.00125,0
-0.0042018,-0.00022054,0,0.004822,0.0675,0.00125,0
-0.0038329,-0.00022431,0,0.0048738,0.06875,0.00125,0
-0.0034596,-0.00022571,0,0.0049071,0.07,0.00125,0
-0.0030857,-0.00022469,0,0.0049219,0.07125,0.00125,0
-0.0027152,-0.00022124,0,0.0049186,0.0725,0.00125,0
-0.0023519,-0.00021537,0,0.0048976,0.07375,0.00125,0
-0.0019997,-0.00020716,0,0.00486,0.075,0.00125,0
-0.0016624,-0.00019671,0,0.0048069,0.07625,0.00125,0
-0.0013435,-0.00018417,0,0.0047397,0.0775,0.00125,0
-0.0010461,-0.00016972,0,0.00466,0.07875,0.00125,0
-0.00077324,-0.00015358,0,0.0045697,0.08,0.00125,0
-0.00052747,-0.00013599,0,0.0044708,0.08125,0.00125,0
-0.00031091,-0.00011723,0,0.0043654,0.0825,0.00125,0
-0.0001252,-9.762e-005,0,0.0042559,0.08375,0.00125,0
2.8526e-005,-7.7474e-005,0,0.0041446,0.085,0.00125,0
0.00014969,-5.715e-005,0,0.0040339,0.08625,0.00125,0
0.00023835,-3.7043e-005,0,0.0039264,0.0875,0.00125,0
0.00029523,-1.7589e-005,0,0.0038245,0.08875,0.00125,0
0.00032181,7.1173e-007,0,0.0037306,0.09,0.00125,0
0.00032043,1.7261e-005,0,0.003647,0.09125,0.00125,0
0.00029446,3.1311e-005,0,0.0035761,0.0925,0.00125,0
0.00024853,4.1889e-005,0,0.0035197,0.09375,0.00125,0
0.00018873,4.7708e-005,0,0.0034795,0.095,0.00125,0
0.00012296,4.7062e-005,0,0.003456,0.09625,0.00125,0
6.1784e-005,3.7903e-005,0,0.0034493,0.0975,0.00125,0
1.9572e-005,1.9671e-005,0,0.0034571,0.09875,0.00125,0
5.2586e-006,8.4173e-006,0,0.0034643,0.1,0.00125,0
9.0067e-006,-3.3456e-005,0,2.435e-005,0,0.0025,0
1.1937e-005,-2.8879e-005,0,1.786e-005,0.00125,0.0025,0
-4.5755e-008,1.7868e-008,0,-2.5926e-006,0.0025,0.0025,0
-5.6198e-005,5.7099e-005,0,-3.6195e-005,0.00375,0.0025,0
-0.00016875,0.00012512,0,-7.887e-005,0.005,0.0025,0
-0.00034193,0.00019479,0,-0.00012652,0.00625,0.0025,0
-0.00057491,0.000261,0,-0.00017577,0.0075,0.0025,0
-0.00086398,0.00032118,0,-0.00022378,0.00875,0.0025,0
-0.0012039,0.00037421,0,-0.00026829,0.01,0.0025,0
-0.0015886,0.00041987,0,-0.00030754,0.01125,0.0025,0
-0.002012,0.0004584,0,-0.00034022,0.0125,0.0025,0
-0.0024681,0.00049029,0,-0.00036538,0.01375,0.0025,0
-0.0029513,0.00051615,0,-0.00038235,0.015,0.0025,0
-0.0034564,0.00053661,0,-0.00039068,0.01625,0.0025,0
