2 	-3.86528 	3.81639e-18 	1.17227 	0.000609524 	0
2 	-3.60531 	2.08167e-18 	1.17523 	0.00190756 	0
2 	-3.36363 	2.08167e-18 	1.18058 	0.00341681 	0
2 	-3.13896 	2.08167e-18 	1.18781 	0.00526514 	0
2 	-2.9301 	2.08167e-18 	1.19649 	0.00752086 	0
2 	-2.73594 	2.08167e-18 	1.20621 	0.0102321 	0
2 	-2.55544 	3.46945e-19 	1.21659 	0.0134307 	0
2 	-2.38763 	3.46945e-19 	1.22713 	0.0171536 	0
2 	-2.23164 	3.46945e-19 	1.23716 	0.021447 	0
2 	-2.08662 	-1.38778e-18 	1.24579 	0.0263645 	0
2 	-1.95181 	3.46945e-19 	1.25188 	0.0319522 	0
2 	-1.82648 	3.81639e-18 	1.25409 	0.0382288 	0
2 	-1.70997 	2.77556e-18 	1.25104 	0.0451686 	0
2 	-1.60166 	0 	1.24142 	0.0526854 	0
2 	-1.50097 	0 	1.22419 	0.0606121 	0
2 	-1.40737 	0 	1.19877 	0.0686845 	0
2 	-1.32035 	0 	1.16524 	0.0765389 	0
2 	-1.23946 	0 	1.12445 	0.0836783 	0
2 	-1.16425 	-1.38778e-18 	1.07793 	0.0895301 	0
2 	-1.09434 	-2.77556e-18 	1.02762 	0.0942975 	0
2 	-1.03779 	-2.77556e-18 	0.980772 	0.0994533 	-3.73098e-20
2 	-0.991606 	-2.08583e-18 	0.933761 	0.102707 	8.482e-21
2 	-0.94452 	-1.01853e-18 	0.883136 	0.10451 	-3.71577e-22
2 	-0.896537 	-7.03968e-19 	0.829514 	0.105148 	-5.07057e-20
2 	-0.869016 	4.71497e-19 	0.773571 	0.104627 	-2.36926e-20
2 	-0.844357 	-8.7974e-19 	0.770393 	0.0991024 	-2.39972e-20
2 	-0.797905 	-1.73472e-18 	0.710805 	0.0976465 	-3.48535e-20
2 	-0.747283 	1.2522e-18 	0.650539 	0.0950881 	-1.99306e-20
2 	-0.695818 	5.28143e-18 	0.590315 	0.0915251 	5.70326e-20
2 	-0.643539 	7.43829e-18 	0.530836 	0.0870563 	3.14912e-20
2 	-0.610176 	5.29939e-18 	0.472805 	0.0817805 	1.46384e-20
2 	-0.583456 	6.40061e-18 	0.462904 	0.0778198 	-6.24449e-20
2 	-0.536681 	9.02056e-18 	0.40608 	0.0721723 	4.52761e-21
