2 	-3.93236 	-1.24028e-18 	1.18881 	-0.000973424 	0
2 	-3.79943 	-3.9291e-18 	1.1895 	-0.00285969 	0
2 	-3.67115 	-4.53626e-18 	1.19083 	-0.00469587 	0
2 	-3.54734 	-6.87813e-18 	1.19273 	-0.00645832 	0
2 	-3.42786 	-8.61286e-18 	1.19513 	-0.00815645 	0
2 	-3.31256 	-9.9139e-18 	1.19797 	-0.00978998 	0
2 	-3.20128 	-1.19088e-17 	1.20121 	-0.0113586 	0
2 	-3.09388 	-1.32966e-17 	1.2048 	-0.0128625 	0
2 	-2.99024 	-1.52915e-17 	1.20869 	-0.0143015 	0
2 	-2.89021 	-1.72865e-17 	1.21284 	-0.0156751 	0
2 	-2.79368 	-1.79804e-17 	1.2172 	-0.0169828 	0
2 	-2.70052 	-1.79804e-17 	1.22175 	-0.0182239 	0
2 	-2.61061 	-2.12763e-17 	1.22644 	-0.0193981 	0
2 	-2.52385 	-2.39652e-17 	1.23125 	-0.0205047 	0
2 	-2.44011 	-2.70877e-17 	1.23615 	-0.0215436 	0
2 	-2.35929 	-3.15112e-17 	1.2411 	-0.0225149 	0
2 	-2.2813 	-3.22051e-17 	1.24608 	-0.0234189 	0
2 	-2.20604 	-3.22051e-17 	1.25109 	-0.0242566 	0
2 	-2.1334 	-3.42e-17 	1.25611 	-0.0250292 	0
2 	-2.06329 	-3.6195e-17 	1.26112 	-0.0257382 	0
2 	-1.99564 	-3.6195e-17 	1.26614 	-0.0263846 	0
2 	-1.93035 	-3.6195e-17 	1.27114 	-0.026969 	0
2 	-1.86734 	-3.6195e-17 	1.2761 	-0.0274911 	0
2 	-1.80652 	-3.55878e-17 	1.28101 	-0.0279506 	0
2 	-1.74784 	-3.49807e-17 	1.2858 	-0.0283473 	0
2 	-1.6912 	-3.56745e-17 	1.29045 	-0.0286817 	0
2 	-1.63654 	-3.70623e-17 	1.2949 	-0.0289547 	0
2 	-1.58379 	-3.84501e-17 	1.29912 	-0.0291663 	0
2 	-1.53288 	-3.9144e-17 	1.30304 	-0.0293134 	0
2 	-1.48375 	-3.9144e-17 	1.30656 	-0.0293877 	0
2 	-1.43633 	-3.98379e-17 	1.30953 	-0.0293731 	0
2 	-1.39057 	-4.05318e-17 	1.3117 	-0.0292435 	0
2 	-1.34641 	-4.25267e-17 	1.31268 	-0.0289634 	0
2 	-1.30379 	-4.52155e-17 	1.31196 	-0.0284903 	0
2 	-1.26266 	-4.59094e-17 	1.30888 	-0.0277801 	0
2 	-1.22296 	-4.48686e-17 	1.30276 	-0.0267956 	0
2 	-1.18466 	-4.38277e-17 	1.2929 	-0.0255268 	0
2 	-1.14768 	-4.38277e-17 	1.27877 	-0.0240349 	0
