0.27113 	0.423091 	6.74125e-19 	1.07812 	-0.027177 	-3.90346e-17
0.275263 	0.42954 	1.20502e-18 	1.08543 	-0.0279011 	-1.49293e-17
0.279133 	0.435579 	-7.14854e-19 	1.09333 	-0.0285475 	2.05072e-17
0.282136 	0.440265 	-5.93075e-19 	1.09453 	-0.0278024 	1.68744e-17
0.287136 	0.448068 	-9.74882e-19 	1.10094 	-0.0282117 	-2.81827e-17
0.290138 	0.452754 	-1.33425e-18 	1.10158 	-0.0274764 	-2.05683e-17
0.29328 	0.457656 	-4.32886e-19 	1.09673 	-0.0271549 	4.69762e-17
0.298141 	0.465242 	7.0286e-19 	1.05535 	-0.0249369 	3.32772e-17
0.301144 	0.469928 	9.65766e-19 	1.05116 	-0.0240613 	2.17555e-17
0.305291 	0.476399 	2.35044e-18 	0.915141 	-0.0177423 	7.58316e-17
0.309147 	0.482416 	1.47181e-18 	0.626624 	-0.00615856 	7.80571e-17
0.31215 	0.487102 	9.60056e-19 	0.616965 	-0.0057721 	7.52695e-17
0.31715 	0.494904 	5.42299e-19 	0.210088 	0.000143272 	2.8777e-17
0.320153 	0.49959 	-6.68596e-19 	0.207328 	4.99813e-05 	2.12622e-17
