0.224793 	0.450261 	1.94436e-18 	1.10325 	-0.0311183 	8.24315e-18
0.22604 	0.452761 	2.08206e-18 	1.10411 	-0.0307923 	1.11886e-17
0.228328 	0.457343 	1.39011e-18 	1.11152 	-0.0312301 	2.99609e-17
0.229788 	0.460267 	7.74551e-19 	1.11496 	-0.0312823 	2.80799e-17
0.231036 	0.462766 	-7.46785e-19 	1.11487 	-0.0308748 	2.97363e-17
0.233319 	0.46734 	1.76834e-18 	1.10567 	-0.0299872 	2.41022e-17
0.234783 	0.470273 	2.02222e-18 	1.07106 	-0.027538 	1.25476e-17
0.236031 	0.472772 	1.78824e-18 	1.06778 	-0.0269882 	1.59659e-17
0.23831 	0.477336 	1.67061e-18 	0.987473 	-0.0223508 	2.53652e-17
0.239779 	0.480279 	2.1467e-18 	0.847918 	-0.015758 	2.35736e-17
0.241026 	0.482778 	1.89426e-18 	0.841283 	-0.0152878 	2.05501e-17
0.2433 	0.487333 	1.88516e-18 	0.641182 	-0.00830275 	2.08921e-17
0.244774 	0.490285 	2.38534e-18 	0.398469 	-0.00273384 	7.21449e-18
0.246022 	0.492784 	2.48324e-18 	0.394403 	-0.00264485 	6.19089e-18
0.248291 	0.49733 	1.33418e-18 	0.133727 	-0.000261865 	1.11646e-18
